compound,CmpdID,Pathway,parent,medRt,C_D0,C_D7,C_D14,C_D21,C_D28,C_D35,C_D42,G1_D0,G3_D0,G4_D0,G5_D0,G6_D0,G7_D0,G1_D7,G3_D7,G4_D7,G5_D7,G6_D7,G7_D7,G1_D14,G3_D14,G4_D14,G5_D14,G6_D14,G7_D14,G1_D21,G3_D21,G4_D21,G5_D21,G6_D21,G7_D21,G1_D28,G3_D28,G4_D28,G5_D28,G6_D28,G7_D28,G1_D35,G3_D35,G4_D35,G5_D35,G6_D35,G7_D35,G1_D42,G3_D42,G4_D42,G5_D42,G6_D42,G7_D42,Median Ctrl day 0,Median D0,Median D7,Median D14,Median D21,Median D28,Median D35,Median D42,FC42/0 ,pvalue
Malate,C03668,TCA cycle,133.0127,1.238031,10127220,6981782,15127270,12468140,10593630,9737748,6323364,7900830,8980289,11408080,12027980,13097030,13565460,11383780,10242550,10204030,10659390,16333310,6890124,8838804,7039326,5511526,7945420,16193010,6326824,5.72E+06,5.59E+06,4.83E+06,4.45E+06,4.72E+06,1.21E+07,4638314,3738892,2924608,3933501,11677070,3254231,2726299,3350620,2474716,2732434,8160724,2191179,2.65E+06,2.67E+06,1.72E+06,2.21E+06,7.40E+06,1.68E+06,10127220,11718030,10450970,7492373,5.21E+06,3836196.5,2729366.5,2.43E+06,2.07E-01,0.000750559
Oxaloacetate,C00036,TCA cycle,130.9995,1.199111,0,226619.1,70932.56,108256,53246.79,112546.6,35305.43,228679,112999.8,84297.87,210387.5,11405.43,229516.3,197630.1,216333.9,100330.6,68011.66,61953.16,197276.6,146589.8,101779.1,136984.7,119060.8,139184.5,97139.15,84251.88,110475.4,71216.52,108755,46103.7,58584.2,50203.07,87958.16,69066.38,105204.3,80257,18350.29,36803.32,126187.7,137714.5,129905.7,48182.45,48397.27,65217.45,106902.7,38255.8,11961.17,69305.91,20335.93,0,161693.65,148803.6,128022.75,7.77E+04,74661.69,87292.485,5.17E+04,3.20E-01,0.093132698
5-Aminolevulinate,C00430,Alternative Carboxylic acids,130.0493,1.237826,3.07E+05,2.50E+05,1.78E+05,1.39E+05,1.87E+05,1.52E+05,1.54E+05,2.97E+05,2.72E+05,2.52E+05,2.33E+05,2.11E+05,2.13E+05,1.89E+05,2.06E+05,2.00E+05,1.58E+05,1.94E+05,1.38E+05,1.87E+05,1.81E+05,1.78E+05,1.83E+05,1.63E+05,1.58E+05,1.58E+05,1.54E+05,1.85E+05,1.59E+05,1.64E+05,1.59E+05,2.06E+05,1.36E+05,1.77E+05,1.56E+05,1.88E+05,1.44E+05,1.37E+05,1.56E+05,1.56E+05,1.47E+05,1.49E+05,1.04E+05,1.22E+05,1.72E+05,1.13E+05,1.28E+05,1.32E+05,9.59E+04,306987.8,242454.6,191582.25,179324.3,1.59E+05,166206.15,148089.05,1.25E+05,5.16E-01,0.000328096
2-Hydroxyglutarate/Citramalate,C02630,Alternative Carboxylic acids,147.0283,1.24E+00,1.11E+06,8.79E+05,1.37E+06,1.12E+06,1.15E+06,1.06E+06,8.67E+05,9.73E+05,1.11E+06,9.48E+05,9.73E+05,1.50E+06,1.40E+06,1.51E+06,1.25E+06,1.03E+06,8.94E+05,1.71E+06,9.20E+05,1.34E+06,1.00E+06,7.70E+05,8.04E+05,1.65E+06,8.66E+05,1.01E+06,7.63E+05,7.34E+05,6.38E+05,8.64E+05,1.50E+06,8.87E+05,6.93E+05,5.44E+05,5.87E+05,1.59E+06,6.69E+05,6.76E+05,5.85E+05,4.83E+05,5.96E+05,1.47E+06,5.75E+05,6.08E+05,5.05E+05,3.43E+05,4.61E+05,1.36E+06,4.93E+05,1109251,1040305.1,1139874,934443.6,8.13E+05,681197.6,590770.85,4.99E+05,4.80E-01,0.004115459
6-Phospho-D-gluconate,C00345,Pentose Phosphate Pathway,275.0167,1.528133,569905.9,419730.9,630568,520000,434571.1,346108.9,279477,499588.9,560779.7,751926.8,736716.2,602162.4,679489.3,691568.4,580795.1,648008.9,733593.9,547975.3,510726.3,675717.1,640672.2,698783.6,744543.3,544865.3,755095.2,638266.2,555577.2,588584.5,753645.5,558840.4,543304.3,633329.2,466270.8,565448.8,514622.5,381316.5,560437.9,491507.5,432020.7,449280.8,441090.2,359023.2,525745.2,468815.6,349625,317389.5,433023.9,224886.4,355585.7,569905.9,640825.85,614402,687250.35,5.74E+05,537530.2,445185.5,3.53E+05,5.50E-01,0.004928272
D-Glucono-1-5-lactone 6-phosphate,C01236,Pentose Phosphate Pathway,257.0062,1.719615,7734.937,15673.41,24861.11,50778.12,39524.39,8711.155,19083.89,75570.76,38697.86,74513.99,84664.4,35769.22,59711.33,126446,53189.52,91413,91402.82,46790.7,88207.19,141795.6,89105.7,67661.32,108260.5,49593.18,49282.92,141901.3,67730.68,59594.45,107466.7,48634.86,47651.59,153036.8,59402.89,77676.79,0,38580.58,55275.31,120593.3,75234.54,72080.07,87002.31,44009.3,80060.3,114157.9,0,80645.36,61396.72,40818,74685.73,7734.937,67112.66,89805.005,78383.51,6.37E+04,57339.1,77647.42,6.80E+04,1.01E+00,0.968855255
D-Erythrose 4-phosphate,C00279,Pentose Phosphate Pathway,199.0004,1.612875,26479.48,17306.52,10728.5,8256.329,6148.822,5909.43,7230.918,70574.41,64272.25,59601.2,89921.22,33284.03,76419.75,15409.61,25118.96,39761.93,23639.61,21244.27,0,67676.43,8763.307,15307.69,12995.44,13773.53,11442.19,32208.31,10980.87,10326.7,9613.751,31295.58,16484.04,52800.81,12383,24172.67,30284.75,19153.72,11793.01,43128.95,8575.623,12539.47,23580.69,7204.549,14333.1,24944.19,16436.21,0,6537.336,5370.3,41814.99,26479.48,67423.33,22441.94,13384.485,1.37E+04,21663.195,13436.285,1.15E+04,1.70E-01,0.00162573
Sedoheptulose 1-phosphate,C06222,Pentose Phosphate Pathway,289.0339,1.536459,3610049,4580254,2819595,1706895,1499293,1606257,2216700,4336750,4299486,3862757,3383952,2958388,2622330,6287906,5147478,3337606,3279399,2108587,2764202,3905433,3801897,2176061,1533450,1624880,1050259,2895556,2512930,2109861,2181430,1472454,1947168,3795601,1723558,2588664,2225604,2107348,2060179,4317814,1898672,2283692,2179512,2965977,2390036,4323856,1798192,2475656,2357594,2797174,2328269,3610049,3623354.5,3308502.5,1900470.5,2.15E+06,2166476,2336864,2.42E+06,6.67E-01,0.068734471
alpha-D-Ribose 1-phosphate,C00620,Pentose Phosphate Pathway,229.0108,1.536146,2644801,1969016,2276750,2011254,1874032,1296679,1092216,146404.5,107886,101495.5,113235.7,2385334,117997.8,154350.1,108419.4,92578.74,127346.7,2107782,60497.41,143688.7,88316.24,85042.65,98230.19,2176744,88535.56,143495,98004.16,111450.9,113045.9,70496.57,2504202,137104.6,79567.22,83353.41,91481.69,1787923,71530.93,147150.5,86424.3,87207.18,93696.53,1685086,83122.43,172698.3,101525.3,75309.35,107420.2,1312017,72945.02,2644801,115616.75,117883.05,93382.875,1.12E+05,87417.55,90451.855,1.04E+05,9.04E-01,0.336422984
5-Phospho-alpha-D-ribose 1-diphosphate,C00119,Pentose Phosphate Pathway,388.9147,1.276512,87044.69,35313.75,21662.53,0,0,7350.103,4933.827,55671.78,90973.95,82620.04,46862.02,39295.15,92010.12,37855.25,56807.41,24268.66,32058.08,19889.46,73766.42,14759.16,0,26094.56,11254.23,28001.8,12550.9,0,11420.92,10142.44,17479.25,10358.23,0,0,4482.849,0,3587.353,0,10632.95,0,0,0,8298.672,9970.469,0,0,0,0,0,0,0,87044.69,69145.91,34956.665,13655.03,1.03E+04,1793.6765,0,0.00E+00,0.00E+00,0.00085627
Glutathione,C00051,GSH homeostasis,308.0899,1.475969,81428580,67249870,20403940,25352650,16214800,12579400,12475380,59443640,44488110,25063700,41964850,22865540,23176700,19194190,21922860,17653890,16295680,22947830,20363160,16748780,10016240,15635140,10192210,30431000,5878452,15132930,11926900,12484460,9220568,17358290,25404890,14234540,0,6172536,3858318,6862930,3356589,9012769,3108470,2768351,3475012,5269502,2792978,5899264,5918750,2419611,1163900,6254796,2264256,81428580,33514275,19778675,12913675,1.38E+07,5015427,3291741,4.16E+06,1.24E-01,0.002743349
Glutathione disulfide,C00127,GSH homeostasis,613.1573,1.425784,4356892,3017179,5958300,4430110,3221472,2191427,1759800,10676070,6918624,7480882,7231010,6131128,6645496,3454214,3959757,4542960,4469356,6797040,4107183,5006574,4324444,5360524,4779144,7095394,3449613,4391490,4503461,3940859,5237234,4620304,11408380,3238997,3785546,3708754,2715612,6407770,3051995,3554356,3288683,2352811,2218683,4934636,2235713,2892392,2265506,2114245,2409551,3570972,1769279,4356892,7074817,4288269.5,4892859,4.56E+06,3473875.5,2820747,2.34E+06,3.30E-01,0.000739474
5-Oxoproline,C01879,GSH homeostasis,130.0496,1.89862,1659122,2219084,4388536,9337127,9166262,10672160,10931680,1941112,2035270,2441426,2392926,3480680,2366125,3494979,2681077,3902882,3317400,3224173,3485556,4531665,4470642,5362262,5205644,6255950,6912174,9418721,8815925,9716968,9610320,9787611,9204796,9145308,8428360,9970577,9300193,10787520,10485210,9931935,10703950,11177070,11188490,12628460,11795020,10748610,10507840,10513710,10599520,11724500,10657680,1659122,2379525.5,3401478,5283953,9.51E+06,9635385,11182780,1.06E+07,4.47E+00,6.23E-09
S-Glutathionyl-L-cysteine,C05526,GSH homeostasis,427.0938,1.411247,310698.6,432185.2,748818.1,728381.9,868508,794472.3,729417.2,665322.3,322325.8,357439.2,215120.4,218143.5,246099,318829.7,192933.2,355209.1,270506.8,231801.3,357616.7,368632.3,327697.2,520865.3,319074.1,374894.2,210070.2,434333.8,367427.4,436718.3,409007.2,316948.7,1199560,327348.7,415561.2,535468.1,363237.4,1181460,317696,452279,277884.1,416179.2,315494.7,1077446,298746.8,412110.9,237464.2,333897.7,340975.3,901321.1,258497.2,310698.6,284212.4,294668.25,348164.75,4.22E+05,389399.3,365836.95,3.37E+05,1.19E+00,0.585538172
Ascorbate,C00072,GSH homeostasis,175.0237,1.188406,1295349,1168506,1141325,1046690,851537.6,689910.7,543684.2,1508578,1717197,1627160,1729011,1489452,1759754,1409132,1371322,1392457,1420217,1168415,1457187,992573.8,1141982,1161357,1172138,885851.2,1117592,837641.7,894159.3,783185.5,915105,834280.7,845005.6,552966,681245.3,655452.2,668730.6,663774,691182.9,509193.9,657939.6,717667.8,512619.5,544164.4,608378.6,356181.1,547536.8,474240.4,415589.2,501997.3,380880.2,1295349,1672178.5,1400794.5,1129787,8.41E+05,666252.3,576271.5,4.45E+05,2.66E-01,4.35E-06
Dehydroascorbate,C05422,GSH homeostasis,173.0081,1.248309,3378645,3333335,4703130,3708325,3011520,3503241,2105107,1435470,4414797,3916981,3310641,2756954,3496761,4963076,6144518,4096991,4076010,3489047,3576214,5028572,5809440,4503296,3215693,2895565,2802535,4248488,5568470,3962948,2422640,2735490,1822396,3937627,4235526,3613268,2605578,2270213,1736987,2989222,4183471,2804601,2409305,1616694,1415647,2741184,4105475,2414871,1480085,1536730,1321756,3378645,3403701,4086500.5,3859494.5,3.35E+06,3109423,2606953,1.98E+06,5.80E-01,0.126366903
gamma-L-Glutamyl-L-cysteine,C00669,Gamma-glutamyls,251.069,1.526398,122481.4,77782.16,59264.38,93520.9,67260.38,44815.16,54939.64,70060.84,64222.92,57004.22,77596.68,44708.64,55088.75,56812.74,40204,73892.49,58570.23,22603.43,74925.21,51998.16,46298.04,70453.48,50766.77,78983.02,55551.22,60493.84,79320.99,54473.33,78695.7,70431.44,105566.3,91056.88,63514.97,47970.67,39925.71,61162.75,29751.71,52170.18,58625.8,42343.23,43104.9,72707.71,29741.9,59199.48,54426.43,45065.24,38121.57,81238.88,37214.56,122481.4,60613.57,57691.485,53774.69,7.46E+04,54566.71,47637.54,4.97E+04,8.21E-01,0.420740834
gamma-Glutamyl-Se-methylselenocysteine,C05695,Gamma-glutamyls,313.028,1.49806,78379.26,62463.36,99324.38,245869.3,299360.8,272418.7,344685,96748.52,75338.76,101601.7,109864.8,90381.85,66658.18,171737.7,79308.13,124004.5,163483.2,105039.3,67381.41,259604,129221,185377.8,195230.4,195624.7,150914,669262.2,259083.6,369559.3,384892,264604.5,248236.1,716776.3,357487.1,412831.2,370584.1,367445.4,345898.6,698417.7,325400.9,360502.4,383551.9,400284.2,391873.7,701939.5,289647.2,380703.9,359091.4,402163.8,335324.7,78379.26,93565.185,114521.9,190304.1,3.17E+05,369014.75,387712.8,3.70E+05,3.95E+00,0.002682964
gamma-L-Glutamyl-D-alanine,C03738,Gamma-glutamyls,219.0968,1.64877,73700.49,86559.09,110301.8,160827.8,77828.62,72238.26,73747.59,58620.98,48770.22,46061.54,37205.12,58180.27,46498.04,64898.94,49025.6,57556.27,36393.73,53825.92,43045.5,74893.79,67828.77,70013.58,34378.79,95269.9,90347.38,121226.9,84039,97866.78,72469.9,75052.62,131162.2,98910.84,63043.64,58257.67,50328.59,97963.41,105105.2,60375.89,107839.2,47378.11,53023.28,102324.4,58493.22,73636.69,69812.88,45022.96,45048.62,52356.98,44363.2,73700.49,47634.13,51425.76,72453.685,9.10E+04,80503.525,59434.555,4.87E+04,1.02E+00,0.238211662
gamma-Glutamyl-gamma-aminobutyrate,C15767,Gamma-glutamyls,233.1124,1.488173,10568.11,6204.272,3970.113,0,2993.358,5415.307,3893.692,21032.63,24630.62,30752.09,36907.83,7089.658,22559.15,5121.791,21997.46,21141.3,12312.04,7946.649,15483.11,5627.896,9615.871,11383.16,8179.572,5415.143,0,4848.626,14999.13,6511.862,21150.53,23052.27,11991.53,0,7424.125,11112.09,4684.234,15738.75,0,4350.312,9847.365,0,6031.73,0,5013.942,7903.533,10101.05,3677.086,0,0,0,10568.11,23594.885,13897.575,6903.734,1.35E+04,6054.1795,4682.127,1.84E+03,7.79E-02,0.005980902
(5-L-Glutamyl)-peptide,C03193,Gamma-glutamyls,260.0897,1.064477,2783.306,2942.246,3345.313,5135.084,5809.266,5496.819,3664.436,2960.81,0,2011.269,2905.931,2801.514,4357.396,3405.066,2373.403,4415.848,2281.338,4773.12,4993.659,2310.985,3080.278,2470.112,5157.708,2801.257,4978.188,8127.891,4212.102,4237.52,6774.676,3179.929,6216.107,3074.757,3207.279,3261.383,5931.879,4300.93,2931.726,2993.433,4055.432,4149.18,5900.834,2551.58,4104.561,2966.819,0,2594.753,3237.045,3563.213,6637.211,2783.306,2853.7225,3910.457,2940.7675,5.23E+03,3234.331,4079.9965,3.10E+03,1.09E+00,0.115381497
(5-L-Glutamyl)-L-glutamine,C05283,Gamma-glutamyls,276.1181,1.588371,101057.6,111500,80583.43,69718.57,53757.22,43970.99,52198.34,93663.46,86026.51,65608.88,66491.64,124701.1,57114.98,79861.37,73657.86,81006.1,49481.53,130548.2,94904.02,65223,72791.22,61932.17,51964.86,113259.1,55828.34,72658.84,70766.94,48289,24364.44,56244.1,108343.5,76430.95,58059.58,31981.06,22558.9,70792.61,24768.44,52680.72,37596.54,20778.52,22617.94,70737.28,22207.31,44201.62,24293.94,19667.62,17959.18,49818.03,19474,101057.6,76259.075,80433.735,63577.585,6.35E+04,45020.32,30107.24,2.20E+04,2.88E-01,0.000185673
5-L-Glutamyl-taurine,C05844,Gamma-glutamyls,255.062,1.086961,9026.853,12996.02,6483.169,6497.73,4804.724,5610.968,4085.039,13517.06,8327.634,12036.9,7549.678,12286.02,5114.786,7301.602,6158.733,15595.5,10781.36,10125.6,8009.134,7019.124,14507.13,5495.498,4996.773,15313.14,11116.44,6805.182,13876.02,13731.73,11180.62,17082.83,11194.15,9138.5,4371.562,8723.018,10252.93,9193.853,16194.7,4610.387,6305.573,5430.15,5294.855,9705.794,3579.499,7176.05,8815.239,3931.299,5319.003,3545.006,3729.985,9026.853,10182.267,9067.367,9067.782,1.25E+04,9166.1765,5362.5025,4.63E+03,4.54E-01,0.038352215
gamma-L-Glutamylputrescine,C15699,Gamma-glutamyls,218.1493,0.9675581,1824.662,4930.863,6318.665,8355,8198.253,7187.833,2739.328,1199.163,1876.639,3915.646,1953.729,8003.143,2947.992,1945.135,1808.599,11054.99,3476.633,3427.697,1995.494,1889.145,3611.55,4083.37,3616.426,4704.469,7209.439,4253.252,4709.959,7638.727,6102.611,4668.117,8756.2,4270.356,1851.01,4396.886,2888.271,7088.689,7268.164,4877.256,5156.651,3331.875,2585.147,3080.187,8219.25,2681.915,4653.942,3985.054,8637.59,9038.399,2578.057,1824.662,2450.8605,2711.5955,3849.898,5.41E+03,4333.621,4104.5655,4.32E+03,1.76E+00,0.122921262
L-Homocysteine,C00155,Serine biosynthesis and one-carbon metabolism,136.0427,1.305871,0,0,0,13987.66,17387.58,21758.84,30307,6838.122,5430.909,5961.928,0,0,0,0,0,0,0,0,7405.38,9278.946,12117.11,4458.349,6587.705,22295.59,57829.68,47543.1,47777.05,46918.2,24567.46,106722.8,41867.86,83763.51,34090.7,56733.76,30231.88,22377.65,100797.7,48577.75,41610.47,61659.93,33014.34,71523.03,99247.1,70515.5,42445.57,51902.07,49073.4,44055.8,35093.99,0,2715.4545,0,10698.028,4.72E+04,45412.23,55118.84,4.66E+04,1.71E+01,0.000110522
Cystathionine,C00542,Serine biosynthesis and one-carbon metabolism,223.0838,1.217471,62075.58,91767.51,81045.82,98216.3,33758.27,51691.73,75899.07,31480.82,124277.5,263530.8,83020.26,136837.1,107402.4,157397.6,78149.99,215736.1,95366.01,146047.6,94445.91,143583.2,122602.8,203138.5,60612.77,127569.6,137060,149814.8,123838.7,223672.5,100331.5,161825.6,156050.5,157002.1,99345.15,220166.5,94898.96,149977.9,89656.06,162779.6,114310.3,190843.5,116048.9,96476.59,124277,103271,94317.34,184605,115180.1,106503.2,131688.5,62075.58,115839.95,120706.805,132314.8,1.53E+05,124661.525,120162.95,1.11E+05,9.57E-01,0.937521231
Homoserine,C00263,Serine biosynthesis and one-carbon metabolism,120.0655,1.348835,1571536,1085775,1127696,1918446,1610730,1559247,1365060,1560121,1186766,1611977,1210742,969809.6,984618.8,1178151,845959.7,1175789,1062575,904853.9,773197.5,1099960,882624.8,1140975,967518.4,1226896,1115697,2.13E+06,1.48E+06,2.06E+06,1.75E+06,1.50E+06,1.51E+06,1647108,1209445,1696574,1430519,1516905,1386738,1516560,1229621,1510421,1460142,1538888,1417520,1.42E+06,1.05E+06,1.44E+06,1.25E+06,1.06E+06,1.08E+06,1571536,1198754,983714.45,1107828.5,1.63E+06,1473712,1485281.5,1.17E+06,9.73E-01,0.500518267
N-N-Dimethylglycine,C01026,Serine biosynthesis and one-carbon metabolism,104.0708,1.444265,1362048,1180711,926227.2,1468294,1326527,1151934,1184421,1073678,1531664,1173560,1207131,904704,980864.7,1144119,1002574,991740.6,1056919,909906.3,905034.2,998633.6,1120541,977376.4,972760.6,1102532,1025929,1.51E+06,1.90E+06,1.29E+06,1.68E+06,1.55E+06,1.35E+06,1326810,1436675,1235866,1191688,1332444,1309259,1292801,1539745,0,1231438,1217799,1245905,1.29E+06,1.38E+06,1.01E+06,1.05E+06,9.33E+05,1.06E+06,1362048,1123619,997157.3,1012281.3,1.53E+06,1318034.5,1238671.5,1.05E+06,9.36E-01,0.696772319
D-O-Phosphoserine,C02532,Serine biosynthesis and one-carbon metabolism,186.0183,1.219067,4663.579,6219.045,0,27152.91,0,21685.19,21341.04,20490.18,41738.37,11698.95,0,0,0,21325.31,23610.86,27536.08,7397.51,0,22834.41,16904.56,41134.78,8395.44,10032.34,0,0,2.05E+04,5.33E+04,3.86E+04,1.47E+04,0.00E+00,0.00E+00,27842.83,22845.13,15007.13,20427.24,0,0,18306.66,42686.42,28842.77,19362.71,8385.623,0,1.03E+04,5.89E+04,2.23E+04,6.29E+03,0.00E+00,0.00E+00,4663.579,5849.475,22079.86,9213.89,1.76E+04,17717.185,18834.685,8.28E+03,1.42E+00,0.354707955
3-Phosphonooxypyruvate,C03232,Serine biosynthesis and one-carbon metabolism,184.9851,1.50159,13577.3,28149.63,13979.61,26440.36,36848.57,26756.3,27978.89,23739.38,13387.72,11537.94,5193.252,8827.293,7194.374,11312.5,8293.083,16420.3,10341.25,3980.356,9735.214,9573.26,19949.93,21377.78,26836.09,21297.44,9903.856,2.84E+04,2.05E+04,2.94E+04,1.19E+04,2.24E+04,2.93E+04,39132.75,26459.97,12028.7,26606.59,30892.93,24541.23,36516.38,34678.04,8375.067,16514.01,16041.68,24082.7,4.48E+04,1.64E+04,1.30E+04,2.35E+04,2.42E+04,2.06E+04,13577.3,10182.6165,10038.232,20623.685,2.54E+04,26533.28,20298.355,2.20E+04,2.16E+00,0.014451807
S-Adenosyl-L-homocysteine,C00021,Serine biosynthesis and one-carbon metabolism,385.1304,1.267098,2216873,1074529,992034.6,1468104,1131570,903947.5,705718.1,1774988,2135769,1934751,1842143,1187261,1717599,1415228,1298598,1358904,1553700,1145528,1697442,802682.2,981856.2,987601.8,1018512,828709.3,1110071,1205588,1007660,1266219,1105987,1261380,723609.6,748280.8,844865.7,914929.5,891329.3,755659.3,903029.8,641686.9,603306,739847.9,716374.2,479530.5,713486.3,516655.7,502051.1,645769.8,556520,400862.4,526617.3,2216873,1808565.5,1387066,984729,1.16E+06,868097.5,677586.6,5.22E+05,2.88E-01,9.89E-05
S-Adenosyl-L-methionine,C00019,Serine biosynthesis and one-carbon metabolism,399.1433,0.9717594,83464.76,76928.5,158365,247932.4,193481.4,98283.07,30863.15,71882.24,92680.79,76196.11,84049.55,165169.1,108541.1,88494.91,107761.4,112127,124838.9,140851.5,109220.8,105750.3,126680.4,87363.71,153762.2,244011.5,181106.7,184086.3,155742.8,29814.99,157989,83367.65,146770.9,83563.73,45678.29,4805.347,51621.04,52276.39,31148.88,30032.95,15982.39,0,20722.32,18342.41,2214.934,4360.402,0,0,4641.804,3333.098,0,83464.76,88365.17,110673.9,140221.3,1.51E+05,48649.665,17162.4,1.67E+03,1.89E-02,0.000960669
Sarcosine,C00213,Serine biosynthesis and one-carbon metabolism,90.05537,1.337379,8266462,4761906,5968166,10204500,8007756,7493374,6912342,6341368,6671248,5878004,5545736,5081238,4894200,5422346,4806352,4655058,4794983,5048038,3971057,4881339,5249754,4470268,4643908,7252138,5562176,9310509,8474181,7941110,8424027,7911100,8574515,6981784,6905932,6751526,6898264,8362476,7094642,6995012,7290094,6139962,6842058,8346854,7004828,6559696,6233470,5639948,5653150,5970774,5504184,8266462,5711870,4800667.5,5065546.5,8.45E+06,6943858,6999920,5.81E+06,1.02E+00,0.391191791
Folate,C00504,Folate pool (One carbon metabolism),442.0783,1.267767,92112.02,45560.73,21053.51,62760.7,12624.13,18464.26,5900.377,72798.22,95278.88,87893.34,47071.66,67240.49,46492.33,120920.7,66538.13,59349.68,82201.65,41174.23,138021,32565.39,55063.84,54453.36,31967.02,0,11742.96,2.79E+04,1.89E+04,7.93E+03,1.32E+04,6.56E+03,4.68E+03,15726.25,36656.38,10378.67,10714.96,8253.222,0,17020.87,0,16967.37,0,0,6021.832,6.26E+03,8.96E+03,6.33E+03,6.21E+03,0.00E+00,0.00E+00,92112.02,70019.355,74369.89,32266.205,1.06E+04,10546.815,3010.916,6.23E+03,8.90E-02,0.000329645
5-10-Methenyltetrahydrofolate,C00445,Folate pool (One carbon metabolism),457.167,1.445729,369209.2,231861.8,479563.2,414341.5,228379,218230,139880.7,152636.4,259461.2,92298.06,431016.8,121063.9,278229.6,113546.8,303442.8,96462.49,230888.8,178415.1,220190.6,152157.6,278298,113706.2,218650.6,146440.1,102917.8,120810.1,232998.4,79426.25,181595.5,190837.7,165520.4,83938.71,110547.1,32857.72,81151.79,58251.67,37215.96,27928.47,87212.75,7637.727,74036.38,12429.79,12117.02,7355.761,104150.6,7859.437,5135.349,11741.63,5760.702,369209.2,206048.8,199302.85,149298.85,1.74E+05,69701.73,20179.13,7.61E+03,3.69E-02,0.012850051
Ornithine,C01602,Urea cycle,133.0969,0.975976,575182.2,349912.4,517483.3,776783.5,655548.3,734174.4,664613.6,465569.2,530708,603885.6,511570.3,333688.8,527672.3,467202.4,477082,497047.8,322299,398748.4,482189.2,452887.8,522742.7,532062.5,355986.2,498588.7,605140,794857.6,802150.9,860867.8,734096.4,718120.4,631016.1,660158.1,663378.2,722080.4,698434.4,632960.4,743663.5,730009.7,691927.8,745306.8,736903.8,669817.1,716923.7,688885.8,672699.5,740022.4,662120.5,531429.7,642423.2,575182.2,519621.3,472142.2,510665.7,7.64E+05,680906.3,723466.7,6.67E+05,1.28E+00,0.000210757
L-Citrulline,C00327,Urea cycle,176.1031,1.36554,419407.1,304639.3,304055,458903.3,339325.6,278266.8,267810.2,471507.4,796481,767540.8,568728.6,301793.3,413077.8,312817.2,451812.1,530749.7,463450.1,278986.3,291643.6,212777.8,427261.9,532555,324445.1,370954.9,434060,491451.4,801865.4,776932.7,572887.7,491927.3,381853.6,305040.7,550965.2,602976.8,489119.8,406765.8,437630.4,298626.8,525277.2,522251.8,415978.8,389049.6,433969.4,269585.7,430737.6,468921.7,375462.1,231106.2,312872.7,419407.1,520118,382314.65,399108.4,5.32E+05,463375.1,424974.1,3.44E+05,6.62E-01,0.00671536
N-(L-Arginino)succinate,C03406,Urea cycle,291.1354,1.574593,8814.371,0,0,0,0,0,0,73078.38,49566.36,9304.696,33307.17,11102.88,17402.83,8339.199,21895.01,2580.46,0,6392.622,0,0,1974.588,0,0,2105.337,1663.47,0,0,0,0,0,1787.757,0,0,0,0,1899.13,0,0,0,0,5273.02,2371.152,0,0,0,0,0,1789.125,0,8814.371,25355,4486.541,831.735,0.00E+00,0,0,0.00E+00,0.00E+00,0.027516019
Urate,C00366,Urea cycle,169.0352,1.479786,2033703,1546454,1306727,1725616,1283777,1152980,1070180,1313720,2103506,1292210,1714320,1046684,1354684,790850.4,1572052,1006171,934211.3,1063116,1500926,833266.2,846173.3,1080098,912853.8,1498414,602432.4,879897.1,1426372,1210400,1094001,1461351,1611581,601497.8,991920.8,888894.5,752993.3,782624.1,500389.2,666427.7,858960.2,432109.7,682671.6,658918.8,387172.2,577667.2,1304605,296515.5,253397,574423.2,323516.1,2033703,1334202,1034643.5,879513.55,1.32E+06,767808.7,662673.25,4.49E+05,3.37E-01,0.001116197
Cadaverine,C01672,Polyamines,103.1232,0.970955,5454.562,3881.199,12611.26,13665.67,6547.779,4899.139,0,10845.87,30498.72,10128.03,14870.7,8689.022,2763.337,4906.239,31704.9,2936.84,6029.97,13221.13,2204.687,3950.618,23046.6,8129.756,12961.43,12249.31,4353.984,11069.12,30606.76,8393.057,19958.19,2636.194,8836.75,5752.527,19336.65,8364.626,10559.28,6803.745,5711.869,6690.764,34613.16,5133.608,12156.07,7788.699,7034.319,4895.503,20806.57,3400.597,10509.72,6349.975,5414.517,5454.562,10486.95,5468.1045,10189.533,9.95E+03,7584.1855,7411.509,5.88E+03,5.61E-01,0.051576243
Putrescine,C00134,Polyamines,89.10778,1.15523,513852.2,451240.7,831140.2,706866.6,662053.8,774431.2,773662.8,559388.7,364757.4,689722.6,690801.3,875714.4,833848.7,871546.8,598763.5,769921,907218.7,884445.2,788222.2,922033.7,597516.9,985959.9,1020083,955269,1059691,812448,536053.9,834365.4,1124302,1073682,996895.4,726811.9,566520.3,740362.2,985180.5,1078629,1170049,837879.2,798121.1,790867.1,974238.3,1186483,1150464,784827.3,595523.4,755135.7,1183169,1017082,1131744,513852.2,690261.95,829884.5,970614.45,9.16E+05,862771.35,906058.75,9.01E+05,1.31E+00,0.009865805
